,nest,year,species,field.hab,nest.veg,lat,long,visit,initiation,robel.found,robel.found.date,robel.fate,robel.fate.date,FirstFound,LastPresent,LastChecked,Fate,Freq
1541,A350,2017,MALL,grass,grass,48.3289,-102.151,t,137,16.8,157,18,179,157,174,174,0,1
1542,A351,2017,MALL,grass,grass,48.32888,-102.15071,t,135,15.8,157,16.8,169,157,168,168,0,1
1543,A352,2017,GADW,grass,grass,48.32889,-102.14973,t,149,16.3,157,19.8,184,157,179,184,1,1
1544,A353,2017,NOPI,grass,grass,48.32952,-102.14997,t,145,14.3,157,16,179,157,175,175,0,1
1545,A354,2017,GADW,grass,grass,48.32936,-102.15064,t,147,12,157,12.5,184,157,182,182,0,1
1546,A355,2017,GADW,grass,grass,48.32962,-102.15258,t,146,13.8,157,16,184,157,180,180,0,1
1547,A356,2017,GADW,grass,grass,48.32936,-102.15234,t,146,15.5,157,13.3,174,157,169,174,1,1
1548,A357,2017,NOPI,grass,grass,48.32941,-102.15284,t,146,14.3,157,14.5,179,157,175,175,0,1
1549,A358,2017,NOPI,grass,forb,48.32928,-102.15294,t,153,20.5,157,20.8,179,157,174,179,1,1
1550,A359,2017,NOPI,grass,grass,48.32942,-102.15307,t,147,13.5,157,12.3,174,157,169,174,1,1
1551,A36,2017,MALL,grass,grass,48.47581,-102.35511,t,121,9,126,6.5,131,126,126,131,1,1
1552,A360,2017,GADW,grass,grass,48.3292,-102.15331,t,138,16.3,157,15.3,163,157,157,163,1,1
1553,A361,2017,GADW,grass,grass,48.32946,-102.15325,t,134,15.5,157,15.8,169,157,163,169,1,1
1554,A362,2017,AMWI,grass,forb,48.32921,-102.15325,t,142,18.5,157,18.3,163,157,157,163,1,1
1555,A363,2017,MALL,grass,grass,48.32948,-102.1544,t,151,14.5,157,17.3,179,157,174,179,1,1
1556,A364,2017,NOPI,grass,grass,48.32947,-102.15451,t,144,14.8,157,14,163,157,157,163,1,1
1557,A365,2017,NOPI,grass,grass,48.32909,-102.15898,t,151,14,157,16,184,157,180,180,0,1
1558,A366,2017,GADW,grass,grass,48.3296,-102.15816,t,141,17.8,157,16.8,179,157,178,178,0,1
1559,A367,2017,GADW,grass,grass,48.32988,-102.15811,t,150,15.5,157,13.8,184,157,181,181,0,1
1560,A368,2017,AMWI,grass,grass,48.33006,-102.15687,t,147,12.8,157,13.8,184,157,182,182,0,1
1561,A369,2017,MALL,grass,grass,48.32976,-102.15624,t,150,17.5,157,19.5,184,157,180,180,0,1
1562,A37,2017,MALL,grass,grass,48.47631,-102.35423,t,118,10,126,8,131,126,126,131,1,1
1563,A370,2017,GADW,grass,grass,48.32973,-102.15529,t,147,14,157,13.5,184,157,180,180,0,1
1564,A371,2017,NOPI,grass,grass,48.3298,-102.15538,t,145,12.5,157,14.5,179,157,175,175,0,1
1565,A372,2017,GADW,grass,grass,48.32976,-102.1537,t,140,18,157,18.8,169,157,163,169,1,1
1566,A373,2017,MALL,grass,grass,48.32994,-102.15321,t,145,15.5,157,14.8,184,157,180,180,0,1
1567,A374,2017,BWTE,grass,grass,48.32985,-102.15307,t,143,11.5,157,9.3,179,157,176,176,0,1
1568,A375,2017,GADW,grass,grass,48.32983,-102.15237,t,145,13.5,157,15.8,184,157,180,180,0,1
1569,A376,2017,MALL,grass,grass,48.32992,-102.15206,t,147,18.3,157,15,179,157,177,177,0,1
1570,A378,2017,GADW,grass,grass,48.325,-102.15801,t,146,14,157,11.5,179,157,174,179,1,1
1571,A379,2017,GADW,grass,grass,48.33036,-102.15019,t,153,12.8,158,12.5,189,158,186,186,0,1
1572,A38,2017,MALL,grass,grass,48.47493,-102.35426,t,121,3,126,4.8,131,126,126,131,1,1
1573,A380,2017,NSHO,grass,grass,48.33019,-102.15053,t,148,15,158,17.3,184,158,181,181,0,1
1574,A381,2017,NOPI,grass,grass,48.33018,-102.15184,t,141,17,158,15.3,179,158,176,176,0,1
1575,A382,2017,LESC,grass,grass,48.33022,-102.15218,t,151,16.5,158,14,184,158,179,184,1,1
1576,A383,2017,MALL,grass,grass,48.33025,-102.15247,t,143,12.5,158,12.5,179,158,176,176,0,1
1577,A384,2017,NOPI,grass,grass,48.33036,-102.15463,t,153,16.5,158,16.8,184,158,181,181,0,1
1578,A385,2017,LESC,grass,grass,48.33001,-102.15665,t,148,10.8,158,13.3,184,158,184,184,0,1
1579,A386,2017,BWTE,grass,grass,48.64567,-102.56784,t,142,9.8,161,13.8,176,161,175,175,0,1
1580,A388,2017,BWTE,grass,grass,48.64555,-102.56841,t,147,11.5,161,14,186,161,182,182,0,1
1581,A389,2017,GADW,grass,forb,48.64149,-102.57105,t,153,19,161,17.3,193,161,187,187,0,1
1582,A390,2017,BWTE,grass,grass,48.64398,-102.56586,t,146,13.3,161,15.5,170,161,161,170,1,1
1583,A391,2017,NSHO,grass,grass,48.64376,-102.56087,t,145,11.3,161,11.5,170,161,161,170,1,1
1584,A392,2017,GADW,grass,forb,48.63254,-102.58244,t,149,18.3,162,22.8,170,162,162,170,1,1
1585,A393,2017,GADW,grass,grass,48.63106,-102.58279,t,155,8.5,162,18.5,170,162,162,170,1,1
1586,A394,2017,BWTE,grass,grass,48.63326,-102.58355,t,143,11.5,162,13,180,162,177,177,0,1
1587,A395,2017,NSHO,grass,grass,48.63186,-102.58594,t,144,7.3,162,14.3,170,162,162,170,1,1
1588,A398,2017,GADW,grass,grass,48.77609,-102.69743,t,156,19.5,162,19.5,169,162,162,169,1,1
1589,A399,2017,GADW,grass,forb,48.77331,-102.69682,t,154,12,162,11,175,162,169,175,1,1
1590,A4,2017,MALL,grass,forb,48.32646,-102.15362,t,119,14,123,12,128,123,123,128,1,1
1591,A40,2017,MALL,grass,grass,48.50175,-102.16199,t,122,7,128,6,138,128,133,138,1,1
1592,A400,2017,BWTE,grass,grass,48.77681,-102.69166,t,147,10.3,162,11.5,187,162,182,182,0,1
1593,A401,2017,BWTE,grass,grass,48.77138,-102.69615,t,145,11.5,162,13.8,169,162,162,169,1,1
1594,A402,2017,BWTE,grass,grass,48.77248,-102.69438,t,156,12,162,14.5,194,162,189,189,0,1
1595,A403,2017,GADW,grass,grass,48.77299,-102.69411,t,149,18,162,25,187,162,182,182,0,1
1596,A404,2017,GADW,grass,grass,48.77782,-102.68935,t,149,14.8,162,25.8,187,162,181,181,0,1
1597,A405,2017,LESC,grass,grass,48.77285,-102.69061,t,156,17.5,162,20,187,162,181,187,1,1
1598,A406,2017,GADW,grass,grass,48.26416,-101.85237,t,154,14.5,162,17.8,173,162,167,173,1,1
1599,A407,2017,NSHO,grass,tall.shrub,48.04135,-101.80191,t,148,20.5,162,21.3,178,162,172,178,1,1
1600,A408,2017,MALL,grass,forb,48.36787,-102.25046,t,155,18.5,163,19.5,188,163,187,187,0,1
1601,A409,2017,MALL,grass,forb,48.36739,-102.24934,t,160,15,163,14.3,194,163,190,190,0,1
1602,A41,2017,MALL,grass,grass,48.50142,-102.16241,t,119,10.8,128,16.5,144,128,138,144,1,1
1603,A410,2017,GADW,grass,grass,48.37097,-102.25047,t,157,16.8,163,18,169,163,163,169,1,1
1604,A411,2017,GADW,grass,grass,48.37247,-102.25198,t,149,12.5,163,13,169,163,163,169,1,1
1605,A413,2017,BWTE,grass,grass,48.33869,-102.21082,t,157,9.8,163,8.8,181,163,175,181,1,1
1606,A415,2017,NSHO,grass,grass,48.33852,-102.20818,t,142,8.5,163,8.3,181,163,176,176,0,1
1607,A417,2017,MALL,grass,grass,48.32966,-102.14929,t,154,17.3,163,17.3,189,163,186,186,0,1
1608,A418,2017,MALL,grass,grass,48.15961,-102.10092,t,155,18,163,18,169,163,163,169,1,1
1609,A419,2017,AMWI,grass,grass,48.33319,-102.15012,t,147,12,163,9.5,187,163,184,184,0,1
1610,A42,2017,MALL,grass,grass,47.88526,-101.58353,t,124,5.8,129,3,135,129,129,135,1,1
1611,A421,2017,GADW,grass,grass,48.45902,-102.3885,t,139,9.8,166,11.5,177,166,175,175,0,1
1612,A422,2017,GADW,grass,grass,48.45902,-102.39324,t,145,11.8,166,9.5,172,166,166,172,1,1
1613,A423,2017,BWTE,grass,grass,48.45904,-102.39827,t,164,8.8,166,9.3,189,166,184,189,1,1
1614,A424,2017,BWTE,grass,grass,48.45863,-102.39881,t,151,13.5,166,8.8,177,166,172,177,1,1
1615,A425,2017,GADW,grass,grass,48.4587,-102.39793,t,158,13.8,166,15.3,172,166,166,172,1,1
1616,A426,2017,NOPI,grass,grass,48.45854,-102.3961,t,149,10.5,166,11,184,166,178,178,0,1
1617,A427,2017,LESC,grass,grass,48.45749,-102.38647,t,159,8.3,166,13.3,184,166,177,184,1,1
1618,A428,2017,NOPI,grass,grass,48.45804,-102.38969,t,147,16,166,13,172,166,166,172,1,1
1619,A429,2017,MALL,grass,grass,48.45803,-102.39012,t,150,10.8,166,10.5,172,166,166,172,1,1
1620,A43,2017,BWTE,grass,grass,48.25173,-101.8521,t,126,8,130,8.5,135,130,130,135,1,1
1621,A430,2017,NSHO,grass,grass,48.45815,-102.3908,t,155,12.3,166,8.5,184,166,177,184,1,1
1622,A431,2017,NOPI,grass,grass,48.45807,-102.3921,t,151,11,166,7.3,172,166,166,172,1,1
1623,A432,2017,GADW,grass,forb,48.45756,-102.39058,t,151,13.3,166,14.8,189,166,184,189,1,1
1624,A433,2017,GADW,grass,forb,48.45749,-102.39169,t,147,12.3,166,11.8,177,166,176,176,0,1
1625,A434,2017,NOPI,grass,grass,48.45826,-102.39686,t,159,13.5,166,13.3,184,166,177,184,1,1
1626,A435,2017,GADW,grass,grass,48.45796,-102.39912,t,156,22.8,166,25.3,184,166,177,184,1,1
1627,A436,2017,GADW,grass,grass,48.45775,-102.39849,t,149,15,166,15.5,184,166,177,184,1,1
1628,A437,2017,NOPI,grass,grass,48.4576,-102.39559,t,152,6.8,166,8.5,184,166,181,181,0,1
1629,A438,2017,BWTE,grass,grass,48.45736,-102.39548,t,152,14.3,166,16.8,184,166,181,181,0,1
1630,A439,2017,NOPI,grass,grass,48.45726,-102.39607,t,142,15,166,15.3,177,166,174,174,0,1
1631,A44,2017,MALL,grass,grass,48.26746,-101.85434,t,121,4.8,130,6,147,130,140,147,1,1
1632,A440,2017,NOPI,grass,grass,48.45842,-102.40118,t,144,8.8,166,8.8,177,166,174,174,0,1
1633,A441,2017,BWTE,grass,grass,48.45923,-102.39966,t,151,13.3,166,14.3,177,166,172,177,1,1
1634,A442,2017,GADW,grass,grass,48.45668,-102.39922,t,156,11.5,166,12.8,189,166,184,189,1,1
1635,A443,2017,GADW,grass,forb,48.45729,-102.39187,t,150,11,166,11.3,184,166,183,183,0,1
1636,A444,2017,MALL,grass,grass,48.47803,-102.35416,t,150,14.5,167,13.8,172,167,167,172,1,1
1637,A445,2017,BWTE,grass,grass,48.47665,-102.35513,t,156,10,167,9,177,167,172,177,1,1
1638,A446,2017,MALL,grass,low.shrub,48.47757,-102.356,t,146,12.8,167,13,177,167,172,177,1,1
1639,A447,2017,BWTE,grass,grass,48.47474,-102.35596,t,155,4.8,167,4.5,184,167,177,184,1,1
1640,A448,2017,NSHO,grass,grass,48.47755,-102.35827,t,140,6.8,167,6.8,172,167,168,168,0,1
1641,A449,2017,BWTE,grass,grass,48.4862,-102.3558,t,158,8.3,167,5,189,167,184,189,1,1
1642,A45,2017,MALL,grass,grass,48.26855,-101.85569,t,128,10.5,130,7.3,135,130,130,135,1,1
1643,A450,2017,BWTE,grass,grass,48.48786,-102.35532,t,162,8,167,8.5,189,167,184,189,1,1
1644,A451,2017,NSHO,grass,low.shrub,48.4882,-102.35601,t,158,15,167,14.8,194,167,190,190,0,1
1645,A452,2017,BWTE,grass,grass,48.48812,-102.35656,t,150,9.3,167,7.8,184,167,178,178,0,1
1646,A453,2017,MALL,grass,grass,48.48772,-102.35895,t,144,12,167,11.5,184,167,178,178,0,1
1647,A454,2017,BWTE,grass,grass,48.49817,-102.16097,t,157,4.8,167,7.3,191,167,187,187,0,1
1648,A455,2017,MALL,grass,grass,48.26451,-101.85634,t,160,6.3,167,8.5,174,167,167,174,1,1
1649,A457,2017,GADW,grass,grass,48.48448,-102.16072,t,159,9.5,168,10.5,186,168,179,186,1,1
1650,A458,2017,BWTE,grass,grass,48.48451,-102.16193,t,161,9.3,168,8,198,168,192,192,0,1
1651,A459,2017,GADW,grass,grass,48.4864,-102.16204,t,162,17,168,13,186,168,179,186,1,1
1652,A46,2017,MALL,grass,grass,48.32908,-102.1524,t,124,8.5,130,14,157,130,154,154,0,1
1653,A460,2017,BWTE,grass,grass,48.48193,-102.16199,t,145,7.3,168,9,179,168,176,176,0,1
1654,A461,2017,GADW,grass,grass,48.48208,-102.16315,t,158,16.8,168,17.5,179,168,174,179,1,1
1655,A462,2017,NSHO,grass,grass,48.48129,-102.16386,t,162,10.3,168,10.5,191,168,186,191,1,1
1656,A463,2017,MALL,grass,low.shrub,48.48646,-102.16457,t,162,11,168,11.8,174,168,168,174,1,1
1657,A464,2017,BWTE,grass,grass,48.48738,-102.16667,t,159,8,168,6.8,186,168,179,186,1,1
1658,A465,2017,MALL,grass,grass,48.50271,-102.1586,t,149,22.8,169,22.5,179,169,174,179,1,1
1659,A466,2017,LESC,grass,grass,48.5027,-102.15938,t,160,18.8,169,17,186,169,179,186,1,1
1660,A468,2017,BWTE,grass,grass,48.50178,-102.1599,t,167,8.3,169,7.8,198,169,191,198,1,1
1661,A469,2017,NSHO,grass,grass,48.50133,-102.16059,t,150,6.5,169,6,186,169,181,181,0,1
1662,A47,2017,MALL,grass,grass,48.15496,-102.10523,t,128,8,131,6.5,137,131,131,137,1,1
1663,A470,2017,GADW,grass,grass,48.50134,-102.16042,t,166,10.5,169,6.3,174,169,169,174,1,1
1664,A471,2017,GADW,grass,grass,48.50129,-102.16035,t,153,20.5,169,17.5,186,169,179,186,1,1
1665,A472,2017,NSHO,grass,grass,48.50145,-102.15917,t,155,19.3,169,18.5,179,169,174,179,1,1
1666,A473,2017,GADW,grass,grass,48.49921,-102.15832,t,149,17.3,169,17,179,169,179,179,0,1
1667,A474,2017,GADW,grass,grass,48.49852,-102.15845,t,163,12.8,169,12.8,179,169,174,179,1,1
1668,A475,2017,GADW,grass,grass,48.49865,-102.16222,t,161,21.8,169,19,198,169,193,193,0,1
1669,A476,2017,LESC,grass,grass,48.49847,-102.16267,t,161,14.3,169,11.3,186,169,179,186,1,1
1670,A477,2017,AMWI,grass,grass,48.49742,-102.16297,t,159,13.8,169,13,174,169,169,174,1,1
1671,A478,2017,BWTE,grass,grass,48.49649,-102.16087,t,160,10.5,169,9.3,174,169,169,174,1,1
1672,A479,2017,GADW,grass,grass,48.49652,-102.16083,t,146,14.5,169,12.5,186,169,181,181,0,1
1673,A48,2017,NSHO,grass,grass,48.15534,-102.10125,t,121,5.8,131,9.3,158,131,152,158,1,1
1674,A480,2017,BWTE,grass,grass,48.49632,-102.15862,t,160,9.8,169,11,186,169,179,186,1,1
1675,A481,2017,GADW,grass,grass,48.49562,-102.15868,t,159,22.8,169,22.5,174,169,169,174,1,1
1676,A482,2017,GADW,grass,grass,48.49475,-102.15859,t,146,10,169,11.8,186,169,181,181,0,1
1677,A483,2017,AMWI,grass,grass,48.49349,-102.16035,t,158,14,169,15,174,169,169,174,1,1
1678,A484,2017,LESC,grass,grass,48.32259,-102.14881,t,157,13.3,169,14.3,194,169,193,193,0,1
1679,A485,2017,GADW,grass,grass,48.32237,-102.14782,t,159,13.5,169,13.5,205,169,198,205,1,1
1680,A486,2017,GADW,grass,grass,48.32341,-102.14715,t,161,8.8,169,11.8,187,169,181,187,1,1
1681,A487,2017,LESC,grass,grass,48.32338,-102.14618,t,160,14.5,169,16.5,187,169,181,187,1,1
1682,A488,2017,GADW,grass,grass,48.32334,-102.14589,t,161,14.5,169,12.8,194,169,190,190,0,1
1683,A489,2017,GADW,grass,grass,48.32543,-102.14372,t,162,10.8,169,10.8,194,169,193,193,0,1
1684,A49,2017,BWTE,grass,grass,48.15866,-102.10223,t,123,8,131,7.8,147,131,142,147,1,1
1685,A490,2017,NOPI,grass,grass,48.32309,-102.14352,t,142,17.5,169,17.3,175,169,170,170,0,1
1686,A491,2017,NOPI,grass,forb,48.32358,-102.14302,t,149,17,169,17.5,181,169,177,177,0,1
1687,A492,2017,GADW,grass,grass,48.32668,-102.14191,t,154,14,169,12,187,169,181,187,1,1
1688,A493,2017,MALL,grass,grass,48.32686,-102.14221,t,154,16.3,169,16.8,181,169,175,181,1,1
1689,A494,2017,GADW,grass,grass,48.32517,-102.1422,t,158,16.5,169,16.3,187,169,186,186,0,1
1690,A495,2017,GADW,grass,grass,48.32345,-102.14247,t,151,13.5,169,13,187,169,183,183,0,1
1691,A497,2017,GADW,grass,forb,48.32528,-102.14159,t,157,18.3,169,17,187,169,186,186,0,1
1692,A499,2017,LESC,grass,grass,48.32447,-102.15727,t,160,10,169,12.5,189,169,184,189,1,1
1693,A5,2017,MALL,grass,grass,48.32594,-102.15423,t,111,10.3,123,8.3,133,123,128,133,1,1
1694,A50,2017,NSHO,grass,grass,48.15936,-102.10126,t,124,9.5,131,9.8,163,131,159,159,0,1
1695,A500,2017,GADW,grass,grass,48.15965,-102.10117,t,157,7.8,169,7.8,186,169,181,186,1,1
1696,A501,2017,MALL,grass,grass,48.32841,-102.15405,t,157,16,169,19.3,189,169,187,187,0,1
1697,A502,2017,BWTE,grass,grass,48.37254,-102.252,t,161,6.8,169,10.3,188,169,180,188,1,1
1698,A503,2017,BWTE,grass,grass,48.32453,-102.13892,t,168,11,170,8.3,187,170,181,187,1,1
1699,A504,2017,AMWI,grass,grass,48.33071,-102.15011,t,167,14,170,14.5,187,170,181,187,1,1
1700,A505,2017,GADW,grass,grass,48.33089,-102.15017,t,144,18,170,13.3,181,170,176,176,0,1
1701,A506,2017,AMWI,grass,grass,48.3306,-102.15259,t,162,18.3,170,12.5,198,170,194,194,0,1
1702,A507,2017,GADW,grass,grass,48.33088,-102.15512,t,143,17.3,170,14,181,170,175,175,0,1
1703,A508,2017,GADW,grass,grass,48.33076,-102.1548,t,148,18.8,170,15.8,181,170,175,181,1,1
1704,A509,2017,NOPI,grass,grass,48.33084,-102.15512,t,146,17,170,16.5,181,170,176,176,0,1
1705,A51,2017,NSHO,grass,grass,48.15989,-102.10048,t,125,10.5,131,11.5,142,131,137,142,1,1
1706,A510,2017,GADW,grass,grass,48.33111,-102.15266,t,146,15,170,14.5,187,170,182,182,0,1
1707,A511,2017,GADW,grass,grass,48.33121,-102.15182,t,156,20,170,20.5,194,170,188,188,0,1
1708,A512,2017,MALL,grass,grass,48.33138,-102.15129,t,150,17,170,15.5,181,170,178,178,0,1
1709,A513,2017,GADW,grass,grass,48.33105,-102.15133,t,150,18.3,170,20.3,187,170,182,182,0,1
1710,A514,2017,GADW,grass,grass,48.33121,-102.14952,t,157,17.3,170,18.3,187,170,181,187,1,1
1711,A515,2017,GADW,grass,grass,48.33112,-102.14935,t,147,14.8,170,15,181,170,181,181,0,1
1712,A516,2017,GADW,grass,grass,48.33196,-102.14977,t,154,12.5,170,15,194,170,188,188,0,1
1713,A517,2017,GADW,grass,grass,48.33158,-102.15301,t,154,18.3,170,17,187,170,184,184,0,1
1714,A518,2017,GADW,grass,grass,48.33186,-102.1546,t,154,10.8,170,15.5,187,170,186,186,0,1
1715,A519,2017,GADW,grass,grass,48.33149,-102.15603,t,154,10.3,170,10.5,187,170,181,187,1,1
1716,A52,2017,MALL,grass,grass,48.15966,-102.10046,t,154,7.3,170,12,142,170,137,142,1,1
1717,A520,2017,GADW,grass,grass,48.33155,-102.15594,t,154,15.5,170,14.3,181,170,178,178,0,1
1718,A521,2017,BWTE,grass,grass,48.33203,-102.15763,t,154,12,170,12.3,181,170,177,177,0,1
1719,A522,2017,GADW,grass,grass,48.33217,-102.1573,t,154,8.8,170,9.5,187,170,181,187,1,1
1720,A523,2017,GADW,grass,forb,48.33187,-102.15588,t,157,9.3,170,11.3,194,170,187,194,1,1
1721,A524,2017,GADW,grass,grass,48.33194,-102.15575,t,154,10.3,170,11.5,187,170,186,186,0,1
1722,A525,2017,NOPI,grass,grass,48.33186,-102.15562,t,151,9.5,170,8.8,175,170,170,175,1,1
1723,A526,2017,GADW,grass,grass,48.3321,-102.15352,t,152,14,170,11.8,187,170,184,184,0,1
1724,A527,2017,LESC,grass,low.shrub,48.33209,-102.15296,t,155,13.5,170,15,187,170,181,187,1,1
1725,A528,2017,GADW,grass,grass,48.33221,-102.14987,t,165,17.5,170,15.3,198,170,197,197,0,1
1726,A529,2017,LESC,grass,grass,48.33236,-102.15421,t,155,15.3,170,15,194,170,193,193,0,1
1727,A530,2017,GADW,grass,grass,48.33258,-102.15501,t,153,15.5,170,16.8,194,170,188,188,0,1
1728,A531,2017,GADW,grass,grass,48.33257,-102.15686,t,165,13,170,11.8,205,170,199,199,0,1
1729,A532,2017,AMWI,grass,grass,48.33229,-102.15708,t,140,14.5,170,11.8,175,170,173,173,0,1
1730,A533,2017,GADW,grass,grass,48.3327,-102.15553,t,147,11,170,10.3,181,170,175,181,1,1
1731,A534,2017,GADW,grass,grass,48.33308,-102.1525,t,158,15.3,170,15,187,170,186,186,0,1
1732,A535,2017,GADW,grass,grass,48.33325,-102.15814,t,153,18,170,21,194,170,187,187,0,1
1733,A536,2017,GADW,grass,grass,48.33369,-102.15517,t,154,15,170,14,181,170,175,181,1,1
1734,A537,2017,GADW,grass,grass,48.33374,-102.14981,t,159,18,170,23.5,194,170,192,192,0,1
1735,A538,2017,GADW,grass,low.shrub,48.33416,-102.15318,t,136,19,170,15.5,175,170,171,171,0,1
1736,A539,2017,MALL,grass,grass,48.33396,-102.15648,t,158,13.8,170,11.5,175,170,170,175,1,1
1737,A54,2017,MALL,grass,grass,48.15649,-102.13345,t,118,4.8,131,4.5,153,131,147,153,1,1
1738,A540,2017,AMWI,grass,grass,48.33417,-102.15736,t,147,12.3,170,10.3,181,170,175,181,1,1
1739,A541,2017,MALL,grass,grass,48.26203,-102.24932,t,163,18.3,171,18.5,189,171,183,189,1,1
1740,A542,2017,GADW,grass,grass,48.26194,-102.25166,t,153,19.3,171,15.3,183,171,177,183,1,1
1741,A543,2017,GADW,grass,grass,48.26126,-102.25053,t,145,22.3,171,21.3,183,171,179,179,0,1
1742,A544,2017,GADW,grass,grass,48.2613,-102.25052,t,117,19,171,19.3,177,171,172,172,0,1
1743,A545,2017,GADW,grass,forb,48.26125,-102.2501,t,151,20.8,171,19,183,171,178,178,0,1
1744,A546,2017,MALL,grass,forb,48.26081,-102.25154,t,148,19.8,171,19.3,183,171,178,178,0,1
1745,A547,2017,GADW,grass,grass,48.26054,-102.25194,t,155,21,171,18.5,194,171,191,191,0,1
1746,A548,2017,LESC,grass,grass,48.26071,-102.25193,t,161,22.5,171,16.8,189,171,183,189,1,1
1747,A550,2017,GADW,grass,grass,48.25972,-102.24644,t,158,13.8,171,15,189,171,185,185,0,1
1748,A551,2017,GADW,grass,grass,48.26002,-102.25095,t,156,17.8,171,1.3,189,171,183,189,1,1
1749,A552,2017,GADW,grass,grass,48.2594,-102.25139,t,162,10,171,1.5,189,171,183,189,1,1
1750,A553,2017,GADW,grass,forb,48.25932,-102.25118,t,163,18.5,171,2,194,171,189,194,1,1
1751,A554,2017,GADW,grass,grass,48.25937,-102.2484,t,148,14,171,15,189,171,184,184,0,1
1752,A555,2017,NOPI,grass,grass,48.25881,-102.24703,t,166,13.5,171,13,189,171,183,189,1,1
1753,A556,2017,GADW,grass,grass,48.25888,-102.24875,t,162,11,171,12,177,171,171,177,1,1
1754,A558,2017,GADW,grass,forb,48.23587,-102.55338,t,150,13,171,11.5,183,171,183,183,0,1
1755,A559,2017,GADW,grass,grass,48.23819,-102.54914,t,160,11.3,171,11.3,194,171,190,190,0,1
1756,A56,2017,MALL,grass,grass,48.15529,-102.12947,t,121,11.8,131,11.5,137,131,131,137,1,1
1757,A560,2017,BWTE,grass,grass,48.23612,-102.54947,t,161,7.5,171,9,189,171,183,189,1,1
1758,A561,2017,NSHO,grass,grass,48.23878,-102.55079,t,152,7.8,171,6.3,183,171,177,183,1,1
1759,A563,2017,AGWT,grass,grass,48.25604,-102.24892,t,147,10.8,172,11.5,183,172,178,178,0,1
1760,A564,2017,GADW,grass,grass,48.25578,-102.24672,t,158,15.3,172,14.5,183,172,177,183,1,1
1761,A565,2017,GADW,grass,grass,48.25497,-102.25066,t,153,13.8,172,15.3,189,172,184,184,0,1
1762,A566,2017,NSHO,grass,grass,48.25634,-102.25565,t,153,11.5,172,8.3,189,172,186,186,0,1
1763,A567,2017,AGWT,grass,grass,48.25501,-102.25637,t,160,17.8,172,19,194,172,191,191,0,1
1764,A568,2017,NSHO,grass,grass,48.24923,-101.85336,t,160,13.8,172,12.8,191,172,190,190,0,1
1765,A569,2017,GADW,grass,grass,48.25007,-101.85244,t,162,14.8,172,13.8,191,172,184,191,1,1
1766,A570,2017,BWTE,grass,grass,48.04045,-101.8031,t,149,4.5,172,6,183,172,179,179,0,1
1767,A571,2017,BWTE,grass,grass,47.88485,-101.59338,t,166,12.5,173,10.3,190,173,183,190,1,1
1768,A573,2017,GADW,grass,forb,47.88515,-101.58575,t,165,15.5,173,15.5,178,173,173,178,1,1
1769,A574,2017,MALL,grass,grass,47.88813,-101.59118,t,168,18,173,14.5,190,173,183,190,1,1
1770,A575,2017,BWTE,grass,grass,47.88595,-101.58406,t,171,12,173,12,183,173,178,183,1,1
1771,A576,2017,GADW,grass,grass,47.88668,-101.58346,t,167,15,173,14.5,195,173,190,195,1,1
1772,A577,2017,AGWT,grass,grass,47.884,-101.58585,t,171,7.8,173,6.5,183,173,178,183,1,1
1773,A578,2017,GADW,grass,forb,47.88148,-101.58415,t,167,13.8,173,14,202,173,201,201,0,1
1774,A58,2017,NSHO,grass,grass,48.10158,-102.39813,t,121,5.5,132,4.3,147,132,142,147,1,1
1775,A580,2017,BWTE,grass,grass,47.88065,-101.59217,t,163,5,173,3.8,202,173,195,195,0,1
1776,A581,2017,BWTE,grass,grass,47.88006,-101.58618,t,155,7.5,173,7.8,183,173,183,183,0,1
1777,A582,2017,GADW,grass,grass,47.87816,-101.58573,t,157,6,173,4.3,178,173,173,178,1,1
1778,A583,2017,BWTE,grass,grass,48.26376,-101.85676,t,173,8.8,174,7.5,205,174,202,202,0,1
1779,A584,2017,NOPI,grass,forb,48.26504,-101.84824,t,163,14.8,174,13.3,198,174,192,192,0,1
1780,A585,2017,GADW,grass,grass,48.26517,-101.85036,t,169,14.8,174,13.5,184,174,179,184,1,1
1781,A586,2017,LESC,grass,grass,48.26343,-101.85101,t,164,11.8,174,10.8,191,174,184,191,1,1
1782,A587,2017,GADW,grass,forb,48.26345,-101.85181,t,164,18.5,174,14,191,174,184,191,1,1
1783,A588,2017,GADW,grass,grass,48.26295,-101.84996,t,159,20.8,174,15.3,191,174,184,191,1,1
1784,A589,2017,GADW,grass,grass,48.2628,-101.8492,t,160,27.5,174,27.8,179,174,174,179,1,1
1785,A59,2017,NSHO,grass,grass,48.10244,-102.39825,t,122,7.5,132,8.3,142,132,137,142,1,1
